id,prediction
720,1.6676973797150794
721,2.575890152584172
722,1.3170438338990706
723,3.2519622637463925
724,47.45131849262606
725,130.32674737852955
726,228.76289915739534
727,324.31356497608664
728,402.50076806072826
729,450.758492749196
730,462.4220011143378
731,437.93326681913703
732,382.9248884038643
733,331.8745456935729
734,302.7593561390573
735,227.4298067815592
736,140.89098812031506
737,58.894241229084116
738,0.0
739,0.0
740,0.0
741,0.0
742,0.6628131285499066
743,0.7802938112236859
744,0.0
745,0.12973088413075828
746,2.2814730362183155
747,10.961581149856343
748,71.16916878144083
749,159.7166229436378
750,232.91409143478603
751,313.3981596105451
752,398.68801763256107
753,454.33010325221306
754,475.6312478570539
755,461.58719157584636
756,434.1075035893584
757,404.94789056016526
758,370.00783030711585
759,296.8178877084689
760,194.298971073423
761,89.00911453467204
762,4.169426365235495
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,14.247585256264486
772,87.75994583669889
773,189.0140287965478
774,301.8416748137292
775,409.06884750089966
776,500.3823369123872
777,569.2776181694082
778,598.65337542445
779,556.8286678309877
780,485.7445831173232
781,436.3226821278666
782,378.1584296469237
783,275.7661991479196
784,162.1329651493371
785,76.73122090034379
786,9.301072873885758
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,9.591950517150536
793,10.713474071578233
794,6.400224295333487
795,30.116677575021882
796,89.63473453763528
797,191.3853917197963
798,311.7432558820163
799,418.46216507716696
800,505.347835604105
801,536.1644623292619
802,505.25476350846867
803,495.8660862812365
804,445.2444608548445
805,402.29778443513237
806,397.1071704283093
807,338.30131408718074
808,244.6656883415131
809,121.52638203658968
810,19.55275293915399
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,34.55053498370741
820,103.12162608343426
821,204.861652438918
822,327.0486920130648
823,433.5411046023582
824,515.197015305207
825,559.5176523913643
826,591.7598369268945
827,600.6297662762297
828,581.2752795483939
829,527.4038762270313
830,459.56645372824624
831,370.9385664790376
832,265.20214070762
833,151.1149466627075
834,48.45874047153194
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,29.154447335043955
844,111.82549591610668
845,218.4181080610893
846,331.1241075065541
847,434.1671515815403
848,490.0352797063071
849,490.34022254964447
850,477.8807866140002
851,462.2081888607292
852,449.74402071593255
853,435.1403153469473
854,414.4680056907165
855,350.6892817726507
856,235.75950891162682
857,128.36964158913264
858,49.65402442731404
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,35.37841345352733
868,116.54736662814172
869,219.7079343848361
870,330.8558960298633
871,434.0516592505744
872,520.7891001505868
873,570.5541898379527
874,555.3455393335829
875,524.2244727486479
876,491.38372388014915
877,445.59507197610685
878,408.81948712532323
879,326.4977052876917
880,217.82532882881998
881,125.78518868934627
882,45.23382415663157
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,11.497321213410018
892,51.75752609235393
893,106.27539696117618
894,165.5873162775108
895,222.4218260281035
896,274.7003539190913
897,314.5477877063946
898,340.8335043560609
899,366.4173422427544
900,368.3056335707451
901,366.766216986113
902,301.746806091036
903,263.78586616582425
904,196.9050802560638
905,108.3969585747552
906,35.46179660420775
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,23.04481227169856
916,75.21520305678827
917,133.66672926738772
918,227.60275222827624
