id,prediction
0,0.0
1,0.0
2,0.0
3,153.90583242311675
4,488.2757274255815
5,1077.1927105518487
6,2013.106704403633
7,2507.2467421271035
8,2499.4523083902973
9,2707.5970848582197
10,3280.346774260558
11,3324.0474960217252
12,3028.859813223741
13,2816.646196568626
14,2697.1142403720537
15,1899.4827573549915
16,1307.9879307266601
17,727.9912529626414
18,319.15471454116334
19,69.92573535082434
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,298.140763137159
28,687.4772292533678
29,1338.1231007638185
30,2155.0887778755814
31,2801.107414680594
32,3523.3630725886787
33,3935.1658444310233
34,4186.420296131981
35,4357.84516433073
36,4151.929748468147
37,3710.7902166462786
38,3442.752997258895
39,2394.605993852242
40,1542.3076503116
41,847.9492166489888
42,437.4441606105353
43,112.28614271714926
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,92.51596051166237
51,417.1150258699043
52,769.3928005530652
53,1685.284349283109
54,2856.4117712319976
55,3695.246312982934
56,4322.360853334985
57,4818.37122511729
58,4845.40921238417
59,4720.716484940904
60,4337.474447808052
61,3873.1264599116053
62,3156.773780171543
63,2235.1721766279597
64,1446.7622905980502
65,721.3642774151319
66,401.7737039497354
67,168.40200586936763
68,25.621710339051056
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,76.28175716187148
75,227.9790562693126
76,534.4019374914337
77,1336.8746777865822
78,2474.4976551288123
79,3210.7440050300283
80,3490.4556706054013
81,3398.8049579816497
82,3613.485652252241
83,3493.2632040429976
84,3398.1561279158186
85,3510.885062400585
86,2847.1873963420967
87,2189.2138782881602
88,1533.3069761226814
89,728.1232446519646
90,319.42963919690806
91,146.58326709772453
92,26.205456402187743
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,78.18380851683901
99,339.4765121262049
100,649.5450146878944
101,1486.9027521567095
102,2656.817325347074
103,3663.751591255954
104,4483.383761809919
105,4753.73302358356
106,5050.238533044371
107,4972.14111930411
108,4811.907692193588
109,4299.8415654123
110,3636.8450421814546
111,3107.34780833569
112,2074.297541684493
113,1104.6750425870955
114,480.7558925066375
115,203.72906337803263
116,27.415220153176847
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,86.6673564222389
123,349.39121069296397
124,688.7264011151722
125,1608.0046921780308
126,2426.231154684328
127,3368.243127724222
128,3970.3591670092874
129,4147.883359403415
130,4352.874384122633
131,4096.284363261084
132,3646.87729293382
133,3691.8514096528297
134,3336.3519331012344
135,2451.7498066502885
136,1834.9750051176802
137,1020.4610998713426
138,459.2010825592859
139,231.64111563152989
140,39.4158422792313
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,125.89132656145463
147,373.62662528655767
148,726.0231790524113
149,1742.8474787638
150,2794.435347640564
151,3693.191028742065
152,4169.235532639055
153,4493.370063744347
154,4585.402610552958
155,4439.689347442437
156,4073.5351726701238
157,3612.6024846327455
158,3116.050914011061
159,2458.0921201528386
160,1796.9055880932829
161,948.2803723868144
162,483.96863570050425
163,213.09336434653468
164,60.653180974355166
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,23.086703168050327
171,87.88901542478011
172,117.01023768526811
173,219.5824218271197
174,287.64981428026385
175,373.996838611453
176,515.1078309680148
177,667.6388609917452
178,795.4354592632152
179,1587.386716459439
180,2058.5734833199404
181,2215.602156425633
182,2111.826140171546
183,1839.0834221434702
184,1159.2106024314348
185,722.465803210841
186,360.0869832230326
187,160.83204365762325
188,49.66612040007301
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,77.82825059256132
195,226.3616228570946
196,405.0405583510329
197,791.7818299414971
198,1307.4270430838583
199,1980.4293732002054
200,1858.782046801824
201,2688.365584984348
202,3174.9105085020906
203,2718.7684447520455
204,2705.1526814703457
205,2826.294889641846
206,1978.062650028136
207,1223.9092850167403
208,790.7101831122081
209,480.3207868726237
210,201.82691156170375
211,75.07873448986994
212,11.29056960421072
213,-0.0
214,-0.0
215,-0.0
216,0.0
217,0.0
218,88.90233788117769
219,101.44250639430037
220,177.44339294263088
221,312.22822340301553
222,663.5923087392987
223,1203.002714862161
224,1791.441926021846
225,1839.880801809566
226,1764.2496551341137
227,1704.7093813229294
228,1189.0552374846702
229,939.2292577829734
230,727.3724982906479
231,625.6810703397257
232,441.96268167881306
233,302.348120434173
234,172.86941815071992
235,77.84297188158044
236,24.04664170748019
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,72.52588488798875
243,110.40944708350837
244,288.46694113600086
245,876.4485543947828
246,1260.410783785053
247,1875.443922298274
248,1811.7115613794747
249,1784.2359449293526
250,1780.7091063166804
251,1639.691944290495
252,1832.6154084072416
253,2224.108029616912
254,2281.9862026166893
255,1923.5816681553413
256,1307.5143379044146
257,845.708844996019
258,517.2257062793602
259,257.8608442582255
260,121.72454944418823
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,110.0262343537574
267,208.9187897045093
268,383.11144625367075
269,696.167721361256
270,1127.5246251975525
271,1215.2371892089745
272,1532.16528176382
273,1814.5890414440614
274,1853.8326478154056
275,1756.0727163930162
276,1551.8840054929644
277,1312.5604208766676
278,1140.650968249861
279,856.4768765771048
280,617.7751378918505
281,422.8551464711547
282,238.75552156516363
283,100.61496965536283
284,102.94926043272476
285,0.0
286,0.0
287,0.0
288,0.0
289,36.47076561962116
290,124.0022284577301
291,237.80903343893533
292,442.9201431200754
293,800.2897247345267
294,1268.1807471301804
295,1804.652797207739
296,1752.528903306281
297,2121.0243476202186
298,2079.527407886309
299,1964.6249372362593
300,1932.391961973744
301,1707.845639252441
302,1515.2841728493925
303,1359.1386574247895
304,1072.6088028644292
305,796.4132163875544
306,424.9063223407378
307,201.46521604667979
308,54.464560401732136
309,0.0
310,0.0
311,0.0
312,0.0
313,34.927409667482706
314,93.74852015244502
315,260.42443342997313
316,428.93690276397575
317,764.8084518751908
318,1225.94806034457
319,1753.5905107359656
320,2028.9301469743107
321,2246.2765894925087
322,2480.6192843791023
323,2700.013467074095
324,2103.237819251314
325,1832.1585529816166
326,1219.5160589260881
327,805.8102881005636
328,682.9638054309501
329,414.555076225667
330,203.79502175264003
331,106.66598866991937
332,49.55110555567573
333,0.0
334,0.0
335,0.0
336,0.0
337,42.92063137226841
338,72.28901437916312
339,90.37837772393922
340,242.60771886565402
341,559.3105647521302
342,777.8667970505629
343,1052.1994115141983
344,1242.8519174185767
345,1441.0024627756125
346,1297.576780013866
347,1477.8279019921235
348,1367.6819730217173
349,1322.5366538250896
350,1240.1597621683163
351,1169.9002291806755
352,797.5284760988866
353,579.8751338892482
354,269.39945146529385
355,184.9376464936101
356,72.22841013512712
357,0.0
358,0.0
359,0.0
360,0.0
361,51.91336353446152
362,75.42794765799354
363,169.27189296351753
364,337.7119381989943
