id,prediction
0,0.0
1,0.0
2,0.0
3,77.85272015792133
4,395.2108589086533
5,1046.8850705165862
6,2075.5673253326418
7,2577.0030021057123
8,2839.7492107849125
9,3014.84941519165
10,3322.651640991211
11,3070.5078874969486
12,2706.212077789307
13,2451.0312186279293
14,2297.139243560791
15,1825.5828856201174
16,1228.697028617859
17,624.342951850891
18,249.93495939826965
19,19.68163995295763
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,146.1141004195511
28,608.5603680229187
29,1246.9004882888792
30,1944.9538937988284
31,2514.647959182739
32,3244.121759689331
33,3681.7895395202636
34,3729.1355158691404
35,3821.436517761231
36,3795.316356597901
37,3698.702701477051
38,3142.289703857422
39,2508.606545593261
40,1639.0294767456053
41,902.7460239486694
42,440.06863890838633
43,94.14394015595317
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,27.986640055090184
51,356.4891009960175
52,738.3669735336304
53,1652.8043388671874
54,2713.7950455322266
55,3781.730477203369
56,4411.804086975098
57,4819.133010864258
58,4988.004137329102
59,4438.373282226562
60,3986.0715344848636
61,3644.143808532715
62,2939.1073829345705
63,2150.5171567230227
64,1511.6002027511597
65,737.7404128313065
66,455.2578808631897
67,140.64050092098117
68,2.050620010107756
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,16.285719965219496
75,194.83914992690083
76,652.5429865550994
77,1356.5215400390628
78,2497.4822468261723
79,3433.7214945678716
80,3772.84137612915
81,3885.4862167358397
82,4110.756761138916
83,3862.092742370606
84,3707.2875353698737
85,3630.640199401855
86,3308.9528989257815
87,2406.0772989807124
88,1635.0254826965331
89,953.0624449539184
90,337.33171880435947
91,144.60149003240466
92,7.205660026341677
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,55.28754005676508
99,303.4701998085976
100,736.7265399017333
101,1534.8346171569824
102,2582.694189758301
103,3684.271584655761
104,4405.457737548828
105,4793.675266845703
106,4960.142905273437
107,4785.384795776366
108,4526.99723022461
109,4071.051156860352
110,3520.5220535430913
111,2929.593697029114
112,2165.8692011108405
113,1084.235453186035
114,531.3633593597413
115,220.76384004306792
116,19.910440071195364
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,90.8008202650547
123,348.73266962432865
124,817.7807007293701
125,1721.8757561950683
126,2516.2700295410154
127,3544.3438805847168
128,4008.0653660888674
129,3918.5673973999023
130,3725.312591247558
131,3534.052276794434
132,3483.075641143799
133,3434.071085632324
134,3191.763513641357
135,2558.252398712158
136,1805.8587720184325
137,1082.9703541564943
138,503.5421619186401
139,219.77097948074342
140,28.434340154856443
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,89.52108033180237
147,314.23612031745904
148,754.3962789459229
149,1755.7808355712891
150,2850.2612561645506
151,3850.4083245849606
152,4359.352793273926
153,4771.484295776367
154,4232.399145477295
155,4002.91956652832
156,3694.122292510986
157,3281.878819702148
158,2992.694320983887
159,2382.4957199249266
160,1777.4550193786622
161,961.6574075012206
162,508.84262091541297
163,200.23948945188522
164,17.062539989709855
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,14.804240018159152
171,70.94560013800859
172,156.10825959062578
173,269.7892981338501
174,322.74439832687375
175,429.3838975028992
176,580.9929394760131
177,718.8000622634887
178,931.8845819568635
179,1302.7508995895384
180,1624.194877643585
181,1809.111260490417
182,2070.572681186676
183,2064.895361618042
184,1268.9212791786194
185,826.3160392370224
186,444.2848289222717
187,191.58864977228643
188,23.205710104882716
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,52.85863002604246
195,189.03808022522927
196,455.8672802391052
197,899.1359306468964
198,1271.3872625427243
199,2050.5680731201173
200,2256.1970160064698
201,2782.2440793762207
202,3311.134414123535
203,3135.289965789795
204,2961.5060291137697
205,2753.9670451812744
206,2047.8288619384766
207,1664.4920611267091
208,1118.530162864685
209,588.3063993911743
210,263.3196493873596
211,77.94732013127206
212,9.32910004413128
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,16.226099955350158
219,111.40338018798828
220,205.83111971855163
221,284.3774981460571
222,626.7861604366302
223,1077.1261617126463
224,1397.0068241729737
225,1573.2281460113525
226,1699.5167218322754
227,1600.0727614593504
228,1151.4084993896483
229,975.2863989181518
230,792.1408004226685
231,715.2411193847657
232,499.94164017868036
233,345.00620004272463
234,228.76952959728243
235,126.35744051587582
236,17.641140008091924
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,22.43340001448989
243,132.37663966962697
244,334.6527784576416
245,872.774209663391
246,1214.9545081787107
247,1896.233902175903
248,1998.6718471450808
249,1563.362462551117
250,1709.0147820396421
251,1711.0416345520018
252,1871.7516354026793
253,2154.6764770851137
254,2255.7519612541196
255,2071.8711238365167
256,1367.6212018814085
257,989.5773831558229
258,556.4783409805298
259,229.12713893604277
260,54.90529023975133
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,69.71184001928567
267,189.90136039280893
268,357.0851909370422
269,764.5519211807252
270,1299.931821407318
271,1666.6352974700926
272,1912.4982819175718
273,2049.8064384155277
274,1959.6603381481168
275,1893.9949594230652
276,1815.709718849182
277,1614.127021839142
278,1505.6309431076052
279,1295.5599838523865
280,986.0017195243834
281,546.7041805381775
282,252.76525897884372
283,112.00584954321384
284,16.978280073821548
285,0.0
286,0.0
287,0.0
288,0.0
289,3.8797000035345564
290,85.4383200160265
291,199.0618299303055
292,438.451420091629
293,772.336622865677
294,1276.9629388313294
295,1992.318023765564
296,2244.055441467285
297,2391.582165237426
298,2378.5418830184935
299,2399.818956565857
300,2207.482855792999
301,1554.4775363769531
302,1336.5556604080198
303,1262.0592621116637
304,1068.9241200294496
305,768.4767199134827
306,441.0474194087983
307,198.0391596045494
308,43.474310033589596
309,0.0
310,0.0
311,0.0
312,0.0
313,2.9759400004446506
314,52.87666987732054
315,241.73566970109937
316,472.7838500080108
317,923.7483193511962
318,1579.7762217407228
319,1913.1543211135863
320,1998.1713391532899
321,2481.969369380951
322,2742.4680576438905
323,2465.5182125396723
324,2065.879638542175
325,1843.712422748566
326,1216.097300842285
327,796.6827023086546
328,676.7893026847839
329,404.44315995597833
330,216.13646979141237
331,124.73549004465342
332,16.745520025908945
333,0.0
334,0.0
335,0.0
336,0.0
337,3.161839984476566
338,21.445270025372505
339,108.68759037148952
340,269.680179523468
341,597.9921199531556
342,826.5202006111145
343,1014.5080033226013
344,1162.733441745758
345,1260.8802822265625
346,1298.582562828064
347,1405.8217851333616
348,1307.560323627472
349,1222.065022918701
350,1164.3282231369017
351,1096.3548236312868
352,886.1879420089721
353,582.8662392292023
354,277.8414096822738
355,136.15304983890056
356,29.83739003732801
357,0.0
358,0.0
359,0.0
360,0.0
361,2.661779996156693
362,49.282419776856884
363,179.10992007923127
364,338.2696903209686
